activity_person,torso,score
10_6,9.0688,0.22500000000000001
10_6,9.1012,0.0
10_6,9.3758,0.025000000000000001
10_6,8.0622,0.050000000000000003
10_6,6.4357,0.0
10_6,5.8961,0.0
10_6,6.8783,0.050000000000000003
10_6,7.9861,0.025000000000000001
10_6,8.4707,0.025000000000000001
10_6,8.8795,0.025000000000000001
10_6,9.9141,0.0
10_6,12.81,0.40000000000000002
10_6,11.91,0.17499999999999999
10_6,11.302,0.59999999999999998
10_6,8.7635,0.025000000000000001
10_6,9.698,0.65000000000000002
10_6,9.4769,0.10000000000000001
10_6,7.7589,0.025000000000000001
10_6,6.1802,0.050000000000000003
10_6,6.1649,0.025000000000000001
10_6,7.3423,0.025000000000000001
10_6,8.727,0.17499999999999999
10_6,8.4462,0.074999999999999997
10_6,8.7734,0.0
10_6,9.9666,0.0
10_6,11.328,0.25
10_6,13.393,0.025000000000000001
10_6,11.417,0.14999999999999999
10_6,8.7287,0.20000000000000001
10_6,8.381,0.22500000000000001
10_6,8.9963,0.025000000000000001
10_6,8.4794,0.0
10_6,7.5381,0.025000000000000001
10_6,6.493,0.0
10_6,7.0044,0.5
10_6,7.8311,0.050000000000000003
10_6,8.1589,0.125
10_6,9.0391,0.22500000000000001
10_6,9.5718,0.125
10_6,11.168,0.20000000000000001
10_6,13.167,0.125
10_6,12.353,0.125
10_6,8.891,0.5
10_6,8.9126,0.025000000000000001
10_6,9.6219,0.025000000000000001
10_6,8.3921,0.22500000000000001
10_6,6.9174,0.29999999999999999
10_6,6.147,0.29999999999999999
10_6,6.7001,0.074999999999999997
10_6,7.9967,0.0
10_6,8.4921,0.0
10_6,9.3036,0.025000000000000001
10_6,10.326,0.10000000000000001
10_6,12.573,0.050000000000000003
10_6,13.448,0.42499999999999999
10_6,11.189,0.074999999999999997
10_6,8.4515,0.050000000000000003
10_6,8.3215,0.074999999999999997
10_6,9.7728,0.5
10_6,8.6588,0.025000000000000001
10_6,6.8232,0.59999999999999998
10_6,6.165,0.025000000000000001
10_6,7.0573,0.025000000000000001
10_6,7.7406,0.10000000000000001
10_6,8.3505,0.025000000000000001
10_6,9.0943,0.0
10_6,10.167,0.025000000000000001
10_6,11.554,0.0
10_6,12.889,0.025000000000000001
10_6,12.192,0.025000000000000001
10_6,8.93,0.0
10_6,8.8147,0.0
10_6,9.7418,0.0
10_6,8.7563,0.0
10_6,7.3276,0.55000000000000004
10_6,6.151,0.025000000000000001
10_6,6.9483,0.10000000000000001
10_6,8.1643,0.14999999999999999
10_6,8.912,0.0
10_6,8.6897,0.0
10_6,10.194,0.0
10_6,11.666,0.625
10_6,13.851,0.45000000000000001
10_6,11.736,0.025000000000000001
10_6,9.1494,0.17499999999999999
10_6,8.6638,0.0
10_6,9.8936,0.0
10_6,8.7038,0.0
10_6,6.8993,0.025000000000000001
10_6,5.8373,0.025000000000000001
10_6,6.6555,0.0
10_6,7.4893,0.074999999999999997
10_6,8.4493,0.0
10_6,9.3039,0.0
10_6,9.4381,0.29999999999999999
10_6,10.987,0.625
10_6,13.818,0.050000000000000003
10_6,12.55,0.074999999999999997
10_6,8.9286,0.55000000000000004
10_6,8.8304,0.0
10_6,9.7927,0.0
10_6,8.7712,0.0
10_6,6.7472,0.074999999999999997
10_6,5.7199,0.34999999999999998
10_6,6.6136,0.0
10_6,8.1488,0.34999999999999998
10_6,8.8375,0.0
10_6,8.6887,0.025000000000000001
10_6,9.8056,0.025000000000000001
10_6,10.579,0.80000000000000004
10_6,13.255,0.074999999999999997
10_6,12.698,0.074999999999999997
10_6,9.6938,0.40000000000000002
10_6,9.2603,0.074999999999999997
10_6,9.6393,0.20000000000000001
10_6,8.9278,0.0
10_6,7.2131,0.050000000000000003
10_6,6.0915,0.52500000000000002
10_6,6.3507,0.050000000000000003
10_6,7.1774,0.0
10_6,8.1385,0.074999999999999997
10_6,8.7925,0.025000000000000001
10_6,9.6831,0.050000000000000003
10_6,10.643,0.050000000000000003
10_6,13.864,0.025000000000000001
10_6,13.144,0.0
10_6,9.8083,0.0
10_6,8.569,0.074999999999999997
10_6,9.4449,0.0
10_6,8.7254,0.32500000000000001
10_6,7.1546,0.074999999999999997
10_6,5.569,0.69999999999999996
10_6,6.2321,0.025000000000000001
10_6,7.7905,0.050000000000000003
10_6,8.9258,0.050000000000000003
10_6,8.3598,0.55000000000000004
10_6,9.188,0.22500000000000001
10_6,10.402,0.074999999999999997
10_6,11.794,0.20000000000000001
10_6,13.041,0.025000000000000001
10_6,11.352,0.0
10_6,9.3668,0.42499999999999999
10_6,9.2395,0.074999999999999997
10_6,9.4937,0.0
10_6,7.818,0.050000000000000003
10_6,6.3616,0.10000000000000001
10_6,5.9632,0.0
10_6,6.9383,0.050000000000000003
10_6,8.0094,0.0
10_6,8.5608,0.025000000000000001
10_6,9.2901,0.0
10_6,9.9144,0.025000000000000001
10_6,11.329,0.42499999999999999
10_6,12.497,0.47499999999999998
10_6,11.758,0.0
10_6,8.2291,0.14999999999999999
10_6,9.3278,0.0
10_6,10.514,0.074999999999999997
10_6,9.112,0.45000000000000001
10_6,7.1768,0.29999999999999999
10_6,5.7872,0.10000000000000001
10_6,6.1748,0.0
10_6,7.4343,0.0
10_6,8.5383,0.050000000000000003
10_6,8.7914,0.050000000000000003
10_6,10.244,0.20000000000000001
10_6,11.382,0.5
10_6,13.478,0.050000000000000003
10_6,11.872,0.0
10_6,9.5627,0.5
10_6,8.5464,0.0
10_6,9.2361,0.050000000000000003
10_6,8.9111,0.0
10_6,7.3021,0.55000000000000004
10_6,6.2847,0.25
10_6,6.6483,0.0
10_6,7.6969,0.025000000000000001
10_6,8.4423,0.0
10_6,8.6513,0.0
10_6,9.2755,0.0
10_6,10.244,0.025000000000000001
10_6,12.303,0.375
10_6,12.724,0.77500000000000002
10_6,11.355,0.0
10_6,8.0494,0.57499999999999996
10_6,8.6269,0.025000000000000001
10_6,8.9345,0.0
10_6,8.0118,0.025000000000000001
10_6,6.5375,0.025000000000000001
10_6,6.5394,0.125
10_6,7.5971,0.80000000000000004
10_6,8.5586,0.0
10_6,8.3971,0.55000000000000004
10_6,9.0011,0.10000000000000001
10_6,10.163,0.025000000000000001
10_6,12.162,0.55000000000000004
10_6,13.911,0.69999999999999996
10_6,11.619,0.050000000000000003
10_6,8.4869,0.0
10_6,8.4413,0.0
10_6,9.6984,0.050000000000000003
10_6,8.9441,0.0
10_6,7.0192,0.074999999999999997
10_6,6.2411,0.025000000000000001
10_6,6.8427,0.0
10_6,7.6589,0.0
10_6,8.4644,0.074999999999999997
10_6,9.0019,0.125
10_6,10.034,0.050000000000000003
10_6,10.34,0.27500000000000002
10_6,13.154,0.025000000000000001
10_6,12.14,0.025000000000000001
10_6,9.4789,0.40000000000000002
10_6,9.0904,0.10000000000000001
10_6,9.8609,0.050000000000000003
10_6,8.9193,0.050000000000000003
10_6,7.2673,0.14999999999999999
10_6,6.1137,0.025000000000000001
10_6,6.8363,0.0
10_6,8.0754,0.074999999999999997
10_6,8.5244,0.10000000000000001
10_6,8.6278,0.0
10_6,9.7744,0.0
10_6,10.162,0.20000000000000001
10_6,13.164,0.074999999999999997
10_6,11.17,0.025000000000000001
10_6,9.0927,0.10000000000000001
10_6,9.4843,0.0
10_6,10.219,0.125
10_6,10.167,0.65000000000000002
10_6,7.577,0.77500000000000002
10_6,6.4988,0.050000000000000003
10_6,6.2611,0.0
10_6,7.1754,0.050000000000000003
10_6,7.8315,0.10000000000000001
10_6,7.8703,0.025000000000000001
10_6,8.754,0.025000000000000001
10_6,10.485,0.5
10_6,12.182,0.97499999999999998
10_6,12.564,0.40000000000000002
10_6,11.254,0.025000000000000001
10_6,7.9647,0.5
10_6,8.8638,0.025000000000000001
10_6,9.6353,0.0
10_6,9.0223,0.0
10_6,7.1343,0.0
10_6,6.481,0.025000000000000001
10_6,7.2858,0.0
10_6,8.4902,0.025000000000000001
10_6,8.3136,0.47499999999999998
10_6,8.3895,0.375
10_6,9.2237,0.025000000000000001
10_6,9.8606,0.0
10_6,12.304,0.27500000000000002
10_6,12.249,0.55000000000000004
10_6,10.271,0.10000000000000001
10_6,8.5562,0.0
10_6,9.3106,0.0
10_6,8.9101,0.0
10_6,7.8204,0.025000000000000001
10_6,6.6263,0.10000000000000001
10_6,6.253,0.14999999999999999
10_6,7.1557,0.0
10_6,7.8941,0.050000000000000003
10_6,8.0839,0.0
10_6,8.5622,0.050000000000000003
10_6,8.7684,0.0
10_6,12.578,0.69999999999999996
10_6,12.649,0.0
10_6,10.115,0.025000000000000001
10_6,8.5684,0.025000000000000001
10_6,9.9271,0.074999999999999997
10_6,9.3956,0.0
10_6,7.9512,0.050000000000000003
10_6,6.2618,0.025000000000000001
10_6,6.1966,0.0
10_6,7.3171,0.025000000000000001
10_6,7.4946,0.42499999999999999
10_6,7.8829,0.45000000000000001
10_6,9.0281,0.025000000000000001
10_6,9.8009,0.050000000000000003
10_6,12.385,0.67500000000000004
10_6,12.317,0.32500000000000001
10_6,10.004,0.025000000000000001
10_6,8.9888,0.0
10_6,10.113,0.40000000000000002
10_6,9.3874,0.025000000000000001
10_6,7.3592,0.55000000000000004
10_6,5.9234,0.050000000000000003
10_6,5.8711,0.20000000000000001
10_6,6.6235,0.050000000000000003
10_6,7.8164,0.0
10_6,8.3246,0.0
10_6,9.2448,0.14999999999999999
10_6,10.702,0.5
10_6,13.881,0.10000000000000001
10_6,13.258,0.10000000000000001
10_6,9.6309,0.125
10_6,7.7997,0.0
10_6,9.2025,0.050000000000000003
10_6,8.7394,0.025000000000000001
10_6,8.206,0.025000000000000001
10_6,6.3734,0.47499999999999998
10_6,6.4343,0.025000000000000001
10_6,7.358,0.0
10_6,7.6578,0.10000000000000001
10_6,8.5314,0.025000000000000001
10_6,9.1753,0.0
10_6,10.313,0.025000000000000001
10_6,13.052,0.074999999999999997
10_6,12.23,0.025000000000000001
10_6,9.4735,0.27500000000000002
10_6,9.093,0.0
10_6,10.01,0.25
10_6,8.9276,0.0
10_6,6.8018,0.050000000000000003
10_6,5.625,0.025000000000000001
10_6,5.8926,0.0
10_6,7.0545,0.10000000000000001
10_6,7.9216,0.0
10_6,8.8887,0.27500000000000002
10_6,9.704,0.050000000000000003
10_6,11.317,0.57499999999999996
10_6,13.027,0.050000000000000003
10_6,11.859,0.074999999999999997
10_6,8.3461,0.050000000000000003
10_6,8.8609,0.0
10_6,9.8654,0.0
10_6,9.2381,0.0
10_6,7.1478,0.0
10_6,6.1362,0.025000000000000001
10_6,6.6701,0.0
10_6,7.8403,0.0
10_6,7.3126,0.84999999999999998
10_6,8.4745,0.125
10_6,9.5451,0.050000000000000003
10_6,11.62,0.14999999999999999
10_6,12.79,0.20000000000000001
10_6,11.154,0.55000000000000004
10_6,8.8833,0.025000000000000001
10_6,9.6855,0.375
10_6,9.7306,0.14999999999999999
10_6,7.5415,0.625
10_6,5.5832,0.22500000000000001
10_6,5.6084,0.125
10_6,6.6135,0.69999999999999996
10_6,7.9033,0.0
10_6,8.2325,0.025000000000000001
10_6,8.7969,0.074999999999999997
10_6,10.064,0.0
10_6,13.851,0.40000000000000002
10_6,12.898,0.025000000000000001
10_6,9.8437,0.0
10_6,7.8876,0.074999999999999997
10_6,9.574,0.025000000000000001
10_6,9.7221,0.34999999999999998
10_6,8.6672,0.10000000000000001
10_6,6.7001,0.59999999999999998
10_6,6.2272,0.050000000000000003
10_6,7.0013,0.20000000000000001
10_6,7.7443,0.0
10_6,7.8876,0.57499999999999996
10_6,8.9666,0.050000000000000003
10_6,10.308,0.25
10_6,13.491,0.90000000000000002
10_6,13.098,0.025000000000000001
10_6,10.511,0.22500000000000001
10_6,8.7038,0.125
10_6,9.745,0.0
10_6,9.4256,0.0
10_6,7.6879,0.025000000000000001
10_6,5.9261,0.0
10_6,6.0203,0.0
10_6,6.9096,0.050000000000000003
10_6,7.9236,0.025000000000000001
10_6,8.354,0.050000000000000003
10_6,8.8191,0.050000000000000003
10_6,11.091,0.90000000000000002
10_6,12.63,0.45000000000000001
10_6,12.222,0.0
10_6,8.5701,0.025000000000000001
10_6,8.867,0.0
10_6,9.6657,0.0
10_6,9.1429,0.050000000000000003
10_6,7.224,0.22500000000000001
10_6,6.3158,0.025000000000000001
10_6,6.5508,0.025000000000000001
10_6,7.3125,0.050000000000000003
10_6,7.7312,0.82499999999999996
10_6,8.7156,0.025000000000000001
10_6,9.9574,0.0
10_6,12.539,0.69999999999999996
10_6,12.911,0.90000000000000002
10_6,10.401,0.10000000000000001
10_6,7.6441,0.75
10_6,9.0203,0.0
10_6,10.013,0.0
10_6,8.5308,0.025000000000000001
10_6,6.7002,0.025000000000000001
10_6,5.9671,0.0
10_6,7.2185,0.0
10_6,7.7936,0.025000000000000001
10_6,8.1069,0.050000000000000003
10_6,8.4283,0.050000000000000003
10_6,9.5141,0.125
10_6,13.003,0.90000000000000002
10_6,13.493,0.40000000000000002
10_6,10.373,0.27500000000000002
10_6,8.6141,0.125
10_6,9.5456,0.0
10_6,9.7523,0.0
10_6,8.3746,0.0
10_6,6.2526,0.025000000000000001
10_6,6.4211,0.0
10_6,6.9854,0.025000000000000001
10_6,8.118,0.17499999999999999
10_6,8.1807,0.0
10_6,9.334,0.0
10_6,10.845,0.5
10_6,12.614,0.050000000000000003
10_6,11.785,0.050000000000000003
10_6,9.75,0.65000000000000002
10_6,9.6588,0.125
10_6,10.518,0.72499999999999998
10_6,9.1091,0.074999999999999997
10_6,6.6592,0.84999999999999998
10_6,5.4917,0.42499999999999999
10_6,6.5326,0.10000000000000001
10_6,7.8429,0.0
10_6,8.1142,0.025000000000000001
10_6,8.3771,0.32500000000000001
10_6,9.2954,0.050000000000000003
10_6,12.568,0.67500000000000004
10_6,12.231,0.0
10_6,10.738,0.025000000000000001
10_6,8.6723,0.0
10_6,9.0602,0.025000000000000001
10_6,9.1542,0.050000000000000003
10_6,7.7712,0.34999999999999998
10_6,6.4402,0.025000000000000001
10_6,6.511,0.025000000000000001
10_6,7.1357,0.72499999999999998
10_6,7.7829,0.0
10_6,7.7632,0.67500000000000004
10_6,8.8639,0.20000000000000001
10_6,10.314,0.025000000000000001
10_6,13.208,1.0
10_6,12.163,0.55000000000000004
10_6,9.573,0.025000000000000001
10_6,9.0179,0.0
10_6,10.234,0.10000000000000001
10_6,9.3448,0.0
10_6,7.3578,0.0
10_6,6.162,0.0
10_6,6.0118,0.0
10_6,7.1837,0.025000000000000001
10_6,8.1169,0.0
10_6,8.6062,0.0
10_6,8.8717,0.0
10_6,9.5351,0.0
10_6,14.063,0.10000000000000001
10_6,12.808,0.074999999999999997
10_6,9.2868,0.125
10_6,8.4852,0.050000000000000003
10_6,9.9783,0.0
10_6,9.3057,0.0
10_6,7.6719,0.0
10_6,6.1258,0.025000000000000001
10_6,6.1973,0.0
10_6,7.9395,0.625
10_6,8.4996,0.0
10_6,8.5976,0.025000000000000001
10_6,9.1308,0.025000000000000001
10_6,10.098,0.025000000000000001
10_6,13.371,0.69999999999999996
10_6,12.851,0.050000000000000003
10_6,9.4829,0.0
10_6,7.6827,0.0
10_6,9.0977,0.52500000000000002
10_6,9.8181,0.14999999999999999
10_6,8.4331,0.025000000000000001
10_6,6.6787,0.025000000000000001
10_6,6.0734,0.0
10_6,7.2341,0.125
10_6,7.8315,0.10000000000000001
10_6,8.4057,0.0
10_6,9.0509,0.025000000000000001
10_6,10.496,0.14999999999999999
10_6,13.009,0.025000000000000001
10_6,12.975,0.074999999999999997
10_6,9.1578,0.025000000000000001
10_6,8.5902,0.10000000000000001
10_6,9.202,0.050000000000000003
10_6,8.8732,0.025000000000000001
10_6,7.1559,0.10000000000000001
10_6,6.5251,0.5
10_6,6.6436,0.0
10_6,7.969,0.77500000000000002
10_6,7.747,0.34999999999999998
10_6,8.1855,0.0
10_6,9.4126,0.25
10_6,11.511,0.22500000000000001
10_6,12.701,0.25
10_6,11.186,0.074999999999999997
10_6,9.2382,0.0
10_6,9.6183,0.0
10_6,9.577,0.22500000000000001
10_6,7.405,0.67500000000000004
10_6,6.1355,0.025000000000000001
10_6,6.2671,0.050000000000000003
10_6,7.3513,0.0
10_6,8.0111,0.20000000000000001
10_6,8.8242,0.025000000000000001
10_6,9.1129,0.0
10_6,10.565,0.074999999999999997
10_6,12.182,0.025000000000000001
10_6,12.094,0.67500000000000004
10_6,7.8477,0.625
10_6,8.5086,0.050000000000000003
10_6,10.13,0.29999999999999999
10_6,9.7167,0.27500000000000002
10_6,7.4898,0.32500000000000001
10_6,6.6493,0.125
10_6,6.5084,0.0
10_6,7.8709,0.0
10_6,8.0275,0.0
10_6,8.2517,0.42499999999999999
10_6,9.3389,0.0
10_6,11.89,0.29999999999999999
10_6,13.15,0.025000000000000001
10_6,11.271,0.025000000000000001
10_6,9.1365,0.20000000000000001
10_6,10.065,0.074999999999999997
10_6,9.9547,0.10000000000000001
10_6,7.6141,0.10000000000000001
10_6,6.0437,0.0
10_6,5.6323,0.025000000000000001
10_6,6.7579,0.0
10_6,7.8029,0.074999999999999997
10_6,8.861,0.14999999999999999
10_6,9.0814,0.050000000000000003
10_6,10.107,0.125
10_6,13.145,0.050000000000000003
10_6,12.987,0.10000000000000001
10_6,9.0625,0.0
10_6,8.2376,0.050000000000000003
10_6,9.6048,0.45000000000000001
10_6,9.3351,0.0
10_6,8.1612,0.025000000000000001
10_6,6.4713,0.0
10_6,6.7379,0.45000000000000001
10_6,7.4757,0.074999999999999997
10_6,7.5727,0.47499999999999998
10_6,8.0592,0.20000000000000001
10_6,9.2732,0.0
10_6,10.546,0.34999999999999998
10_6,13.015,0.025000000000000001
10_6,12.668,0.025000000000000001
10_6,9.0867,0.0
10_6,8.3166,0.0
10_6,9.5026,0.45000000000000001
10_6,9.5075,0.0
10_6,7.9702,0.0
10_6,6.2627,0.125
10_6,6.1485,0.0
10_6,7.1307,0.025000000000000001
10_6,8.1436,0.20000000000000001
10_6,8.6523,0.10000000000000001
10_6,9.5345,0.10000000000000001
10_6,10.771,0.050000000000000003
10_6,13.439,0.025000000000000001
10_6,13.005,0.025000000000000001
10_6,9.0029,0.22500000000000001
10_6,8.2893,0.0
10_6,9.2717,0.025000000000000001
10_6,8.5466,0.14999999999999999
10_6,7.5805,0.57499999999999996
10_6,6.4923,0.0
10_6,6.8507,0.80000000000000004
10_6,8.1171,0.025000000000000001
10_6,8.1994,0.0
10_6,8.2838,0.20000000000000001
10_6,9.2063,0.025000000000000001
10_6,10.204,0.025000000000000001
10_6,13.385,0.074999999999999997
10_6,12.392,0.45000000000000001
10_6,9.6024,0.32500000000000001
10_6,8.997,0.0
10_6,9.8615,0.10000000000000001
10_6,9.1283,0.0
10_6,6.9187,0.65000000000000002
10_6,5.8272,0.27500000000000002
10_6,6.2043,0.050000000000000003
10_6,7.2006,0.025000000000000001
10_6,7.7984,0.0
10_6,8.6425,0.20000000000000001
10_6,9.1159,0.025000000000000001
10_6,10.689,0.42499999999999999
10_6,12.635,0.0
10_6,12.367,0.025000000000000001
10_6,9.2398,0.45000000000000001
10_6,9.4279,0.0
10_6,9.9146,0.10000000000000001
10_6,8.7985,0.025000000000000001
10_6,6.6716,0.0
10_6,6.0625,0.025000000000000001
10_6,6.4995,0.32500000000000001
10_6,7.4897,0.050000000000000003
10_6,7.8334,0.10000000000000001
10_6,8.7583,0.050000000000000003
10_6,9.6825,0.0
10_6,10.59,0.10000000000000001
10_6,12.67,0.074999999999999997
10_6,11.485,0.125
10_6,9.1685,0.17499999999999999
10_6,9.1308,0.0
10_6,9.9655,0.0
10_6,8.7596,0.025000000000000001
10_6,6.9982,0.10000000000000001
10_6,5.8928,0.10000000000000001
10_6,6.4,0.0
10_6,7.5636,0.0
10_6,7.6031,0.42499999999999999
10_6,8.8518,0.0
10_6,9.3433,0.025000000000000001
10_6,13.177,0.97499999999999998
10_6,12.432,0.050000000000000003
10_6,10.772,0.25
10_6,7.9389,0.0
10_6,9.1152,0.0
10_6,9.5246,0.0
10_6,8.4151,0.32500000000000001
10_6,6.8201,0.125
10_6,7.1367,0.025000000000000001
10_6,7.5988,0.0
10_6,8.4005,0.074999999999999997
10_6,7.9263,0.52500000000000002
10_6,8.5285,0.57499999999999996
10_6,9.1756,0.0
10_6,11.755,0.14999999999999999
10_6,12.356,0.34999999999999998
10_6,10.695,0.22500000000000001
10_6,8.3738,0.0
10_6,9.5036,0.025000000000000001
10_6,10.571,0.050000000000000003
10_6,8.6556,0.27500000000000002
10_6,6.493,0.5
10_6,5.9678,0.025000000000000001
10_6,6.5018,0.47499999999999998
10_6,7.1514,0.10000000000000001
10_6,7.8281,0.10000000000000001
10_6,8.7957,0.0
10_6,10.064,0.10000000000000001
10_6,12.781,1.0
10_6,12.988,0.14999999999999999
10_6,9.8354,0.0
10_6,8.5668,0.27500000000000002
10_6,9.0822,0.050000000000000003
10_6,9.4667,0.0
10_6,7.8749,0.050000000000000003
10_6,6.5537,0.45000000000000001
10_6,6.4211,0.025000000000000001
10_6,7.582,0.050000000000000003
10_6,7.462,0.375
10_6,8.1786,0.025000000000000001
10_6,9.3391,0.074999999999999997
10_6,10.597,0.050000000000000003
10_6,13.567,0.074999999999999997
10_6,12.589,0.20000000000000001
10_6,8.8022,0.20000000000000001
10_6,8.303,0.0
10_6,9.5214,0.0
10_6,9.0604,0.0
10_6,7.462,0.0
10_6,6.1937,0.0
10_6,6.7292,0.0
10_6,7.7842,0.42499999999999999
10_6,8.0548,0.074999999999999997
10_6,8.7632,0.025000000000000001
10_6,9.6977,0.0
10_6,13.357,0.77500000000000002
10_6,12.777,0.125
10_6,10.952,0.0
10_6,8.2008,0.17499999999999999
10_6,9.1428,0.050000000000000003
10_6,9.2162,0.0
10_6,7.9655,0.025000000000000001
10_6,5.7058,0.34999999999999998
10_6,6.3883,0.025000000000000001
10_6,7.1066,0.20000000000000001
10_6,7.5832,0.0
10_6,8.3272,0.050000000000000003
10_6,9.3011,0.10000000000000001
10_6,10.261,0.050000000000000003
10_6,12.536,0.375
10_6,11.992,0.47499999999999998
10_6,8.6836,0.32500000000000001
10_6,8.9935,0.025000000000000001
10_6,10.235,0.0
10_6,9.1489,0.32500000000000001
10_6,7.2511,0.074999999999999997
10_6,6.386,0.0
10_6,6.4887,0.0
10_6,7.2048,0.025000000000000001
10_6,7.4729,0.29999999999999999
10_6,9.0841,0.5
10_6,9.3667,0.0
10_6,13.167,0.94999999999999996
10_6,12.902,0.050000000000000003
10_6,10.162,0.0
10_6,7.9064,0.55000000000000004
10_6,8.8756,0.0
10_6,9.262,0.0
10_6,8.3723,0.0
10_6,6.8535,0.32500000000000001
10_6,6.984,0.82499999999999996
10_6,7.4156,0.5
10_6,8.4295,0.42499999999999999
10_6,8.2526,0.17499999999999999
10_6,8.9386,0.074999999999999997
10_6,10.464,0.025000000000000001
10_6,13.239,0.025000000000000001
10_6,12.78,0.050000000000000003
10_6,9.3568,0.0
10_6,8.1859,0.0
10_6,9.5926,0.45000000000000001
10_6,9.4264,0.0
10_6,7.8181,0.050000000000000003
10_6,6.3427,0.45000000000000001
10_6,6.6071,0.050000000000000003
10_6,7.456,0.025000000000000001
10_6,8.2232,0.025000000000000001
10_6,8.7388,0.050000000000000003
10_6,8.9776,0.0
10_6,10.128,0.32500000000000001
10_6,12.701,0.32500000000000001
10_6,12.97,0.125
10_6,8.8661,0.20000000000000001
10_6,8.6735,0.0
10_6,9.5464,0.0
10_6,8.9184,0.025000000000000001
10_6,6.849,0.074999999999999997
10_6,6.0245,0.0
10_6,6.9855,0.050000000000000003
10_6,7.8342,0.025000000000000001
10_6,7.656,0.65000000000000002
10_6,8.5511,0.025000000000000001
10_6,9.75,0.050000000000000003
10_6,11.752,0.52500000000000002
10_6,12.268,0.45000000000000001
10_6,10.486,0.0
10_6,9.0788,0.050000000000000003
10_6,9.9606,0.0
10_6,9.8563,0.125
10_6,7.7184,0.050000000000000003
10_6,6.0737,0.025000000000000001
10_6,5.7875,0.025000000000000001
10_6,6.7727,0.625
10_6,7.8486,0.0
10_6,8.8792,0.17499999999999999
10_6,8.7034,0.14999999999999999
10_6,10.035,0.17499999999999999
10_6,13.512,0.29999999999999999
10_6,12.558,0.050000000000000003
10_6,8.6529,0.47499999999999998
10_6,8.6468,0.0
10_6,10.171,0.074999999999999997
10_6,9.1256,0.0
10_6,7.4297,0.125
10_6,5.9298,0.0
10_6,6.5533,0.34999999999999998
10_6,7.4023,0.0
10_6,8.0289,0.074999999999999997
10_6,8.6711,0.025000000000000001
10_6,9.6984,0.025000000000000001
10_6,11.245,0.82499999999999996
10_6,12.865,0.29999999999999999
10_6,11.647,0.050000000000000003
10_6,8.3059,0.125
10_6,8.1711,0.0
10_6,9.3854,0.0
10_6,9.224,0.025000000000000001
10_6,7.5665,0.0
10_6,6.6083,0.45000000000000001
10_6,6.7574,0.10000000000000001
10_6,7.5319,0.074999999999999997
10_6,7.4007,0.32500000000000001
10_6,8.607,0.074999999999999997
10_6,9.4385,0.0
10_6,11.853,0.17499999999999999
10_6,12.738,0.050000000000000003
10_6,11.954,0.025000000000000001
10_6,8.3314,0.050000000000000003
10_6,9.1004,0.0
10_6,9.5737,0.0
10_6,8.9862,0.050000000000000003
10_6,6.3518,0.45000000000000001
10_6,6.8796,0.074999999999999997
10_6,6.9861,0.82499999999999996
10_6,7.4602,0.45000000000000001
10_6,7.8492,0.65000000000000002
10_6,8.6398,0.0
10_6,9.9356,0.0
10_6,12.737,0.77500000000000002
10_6,12.777,0.0
10_6,10.527,0.14999999999999999
10_6,8.7942,0.22500000000000001
10_6,9.5011,0.0
10_6,9.6871,0.025000000000000001
10_6,7.6949,0.55000000000000004
10_6,5.8045,0.375
10_6,5.9974,0.34999999999999998
10_6,7.0392,0.025000000000000001
10_6,7.9488,0.0
10_6,8.6646,0.20000000000000001
10_6,8.7379,0.0
10_6,11.151,0.69999999999999996
10_6,12.85,0.050000000000000003
10_6,11.816,0.0
10_6,8.4977,0.27500000000000002
10_6,8.5062,0.050000000000000003
10_6,10.053,0.025000000000000001
10_6,9.1141,0.025000000000000001
10_6,7.191,0.025000000000000001
10_6,5.8828,0.10000000000000001
10_6,6.6401,0.52500000000000002
10_6,7.6845,0.050000000000000003
10_6,8.237,0.025000000000000001
10_6,8.8196,0.0
10_6,9.5048,0.0
10_6,11.559,0.42499999999999999
10_6,13.656,0.34999999999999998
10_6,11.782,0.0
10_6,8.8252,0.025000000000000001
10_6,8.9376,0.0
10_6,9.8324,0.0
10_6,8.4251,0.074999999999999997
10_6,6.7888,0.0
10_6,6.2814,0.34999999999999998
10_6,6.9727,0.22500000000000001
10_6,7.9351,0.025000000000000001
10_6,8.0585,0.5
10_6,8.9644,0.0
10_6,9.7344,0.0
10_6,11.346,0.5
10_6,12.619,0.0
10_6,12.235,0.55000000000000004
10_6,8.6166,0.125
10_6,8.9694,0.0
10_6,9.7993,0.0
10_6,9.0396,0.025000000000000001
10_6,6.5819,0.0
10_6,5.6307,0.025000000000000001
10_6,6.5225,0.0
10_6,7.6174,0.025000000000000001
10_6,7.8384,0.0
10_6,8.6555,0.125
10_6,9.7271,0.025000000000000001
10_6,12.079,0.625
10_6,12.955,0.52500000000000002
10_6,11.22,0.050000000000000003
10_6,8.913,0.050000000000000003
10_6,9.2307,0.0
10_6,9.8066,0.0
10_6,8.0891,0.22500000000000001
10_6,6.7809,0.5
10_6,6.5189,0.0
10_6,7.1307,0.050000000000000003
10_6,7.542,0.050000000000000003
10_6,7.6539,0.47499999999999998
10_6,8.2485,0.025000000000000001
10_6,9.2896,0.074999999999999997
10_6,12.553,1.0
10_6,13.359,0.20000000000000001
10_6,11.31,0.125
10_6,8.2005,0.074999999999999997
10_6,9.3097,0.10000000000000001
10_6,9.3651,0.0
10_6,8.4357,0.25
10_6,6.4064,0.57499999999999996
